Source,Material,Total_waste,Latitude,Longitude
Construction and Demolition,Mixed Hardcore Fines,122,52.657482,-2.021556
Construction and Demolition,Mixed Hardcore Fines,122,53.573532,-1.4276213
Construction and Demolition,Mixed Hardcore Fines,122,58.220444,-6.4166312
Construction and Demolition,Mixed Hardcore Fines,121,52.731225,0.88667993
Construction and Demolition,Mixed Hardcore Fines,121,51.944171,-2.0814224
Construction and Demolition,Mixed Hardcore Fines,121,52.623138,1.6988795
Construction and Demolition,Mixed Hardcore Fines,121,50.151888,-5.5214638
Construction and Demolition,Mixed Hardcore Fines,121,51.500856,0.01992295
Municipal Waste,Container Glass,120,56.697676,-3.7185918
Municipal Waste,Container Glass,120,56.006112,-3.6445164
Construction and Demolition,Mixed Hardcore Fines,120,55.862171,-3.0898124
Construction and Demolition,Mixed Hardcore Fines,120,55.993571,-4.5768306
Construction and Demolition,Mixed Hardcore Fines,120,56.207098,-2.7678818
Construction and Demolition,Mixed Hardcore Fines,119,55.870882,-3.6219652
Construction and Demolition,Mixed Hardcore Fines,119,51.409287,-2.7342785
Construction and Demolition,Mixed Hardcore Fines,119,51.53687,0.17540704
Construction and Demolition,Mixed Hardcore Fines,119,50.531468,-3.5929091
Construction and Demolition,Mixed Hardcore Fines,118,53.587334,-1.01081
Municipal Waste,Container Glass,117,55.590833,-2.4248718
Municipal Waste,Container Glass,117,56.587685,-3.3328676
Construction and Demolition,Mixed Hardcore Fines,117,51.523914,0.075016773
Municipal Waste,Container Glass,117,55.770581,-2.338363
Construction and Demolition,Mixed Hardcore Fines,117,53.535404,-1.3148852
Municipal Waste,Container Glass,117,57.491102,-4.2247949
Construction and Demolition,Mixed Hardcore Fines,117,52.237125,0.73279822
Construction and Demolition,Mixed Hardcore Fines,116,51.397436,0.036711691
Construction and Demolition,Mixed Hardcore Fines,116,53.753082,-2.8248273
Construction and Demolition,Mixed Hardcore Fines,116,51.807298,-0.33944798
Construction and Demolition,Mixed Hardcore Fines,115,55.883551,-3.6282333
Construction and Demolition,Mixed Hardcore Fines,115,53.715369,-2.3141249
Construction and Demolition,Mixed Hardcore Fines,115,52.439487,1.6053957
Construction and Demolition,Soils,115,58.248666,-6.4015021
Construction and Demolition,Plasterboard / Gypsum,115,57.694212,-2.024209
Construction and Demolition,Mixed Hardcore Fines,115,53.659569,-0.62336554
Construction and Demolition,Mixed Hardcore Fines,114,53.48185,-1.0875565
Construction and Demolition,Mixed Hardcore Fines,113,57.219277,-2.072046
Construction and Demolition,Mixed Hardcore Fines,113,50.737192,-3.481247
Construction and Demolition,Mixed Hardcore Fines,113,52.444461,1.7165407
Construction and Demolition,Mixed Hardcore Fines,113,51.480589,0.21308299
Construction and Demolition,Mixed Hardcore Fines,113,55.685379,-4.0571713
Construction and Demolition,Mixed Hardcore,113,55.838861,-5.0702328
Construction and Demolition,Mixed Hardcore Fines,113,53.239543,-2.5077659
Construction and Demolition,Mixed Hardcore Fines,113,55.201963,-1.5455217
Construction and Demolition,Plasterboard / Gypsum,112,56.019678,-3.833325
Construction and Demolition,Mixed Hardcore Fines,112,51.392,-1.22399
Construction and Demolition,Mixed Hardcore Fines,112,53.525759,-2.31824
Construction and Demolition,Mixed Hardcore Fines,112,52.621517,1.7236022
Construction and Demolition,Mixed Hardcore Fines,111,54.91478,-3.7238288
Construction and Demolition,Mixed Hardcore Fines,111,53.41537,-2.6046599
Construction and Demolition,Mixed Hardcore Fines,111,56.327697,-2.8075765
Construction and Demolition,Mixed Hardcore Fines,110,50.847884,-0.99995024
Other,Other Soils,110,56.292538,-3.7159385
Construction and Demolition,Mixed Hardcore Fines,110,51.648626,-0.29122074
Municipal Waste,Container Glass,110,58.967179,-3.2831564
Construction and Demolition,Plasterboard / Gypsum,110,57.28567,-2.3714799
Construction and Demolition,Soils,110,55.428574,-5.6154363
Construction and Demolition,Mixed Hardcore Fines,109,52.610355,-1.9249808
Construction and Demolition,Mixed Hardcore Fines,109,53.586233,-2.8601704
Construction and Demolition,Mixed Hardcore Fines,109,50.551782,-2.4367854
Construction and Demolition,Mixed Hardcore Fines,109,52.434154,0.12456258
Construction and Demolition,Mixed Hardcore Fines,109,53.568267,-1.4749541
Construction and Demolition,Mixed Hardcore,108,55.944845,-4.7429243
Construction and Demolition,Mixed Hardcore Fines,108,52.147972,-1.6873098
Construction and Demolition,Mixed Hardcore Fines,108,52.356049,-0.55943949
Construction and Demolition,Mixed Hardcore Fines,107,51.520785,0.095747226
Construction and Demolition,Mixed Hardcore Fines,107,50.173373,-5.0978433
Construction and Demolition,Mixed Hardcore Fines,106,51.766009,0.003158533
Construction and Demolition,Mixed Hardcore Fines,106,51.515124,-0.60494311
Construction and Demolition,Mixed Hardcore Fines,106,51.633502,0.20840958
Construction and Demolition,Mixed Hardcore Fines,106,53.450829,-1.3500969
Construction and Demolition,Mixed Hardcore Fines,106,52.735225,-1.1531018
Construction and Demolition,Mixed Hardcore Fines,106,51.017918,-2.186079
Combustion,Fly Ash - wood (virgin),106,51.459026,-0.46083966
Construction and Demolition,Mixed Hardcore Fines,106,53.902987,-2.149681
Construction and Demolition,Mixed Hardcore Fines,106,51.069699,0.17894878
Construction and Demolition,Mixed Hardcore Fines,105,51.534978,-2.6717963
Municipal Waste,Container Glass,105,57.484958,-1.8135355
Construction and Demolition,Mixed Hardcore Fines,105,53.4808,-2.3110923
Construction and Demolition,Mixed Hardcore Fines,105,50.172914,-5.0931213
Construction and Demolition,Mixed Hardcore Fines,105,53.555763,-2.526777
Construction and Demolition,Mixed Hardcore Fines,104,51.493656,0.032224451
Construction and Demolition,Mixed Hardcore Fines,104,50.936207,-1.8322049
Construction and Demolition,Mixed Hardcore Fines,103,53.858231,-2.4178499
Construction and Demolition,Mixed Hardcore Fines,103,51.475048,-0.5343566
Construction and Demolition,Mixed Hardcore Fines,103,52.777419,-1.1937924
Construction and Demolition,Mixed Hardcore Fines,103,50.949336,-2.6815085
Construction and Demolition,Mixed Hardcore Fines,103,50.935696,-2.5225592
Construction and Demolition,Mixed Hardcore Fines,102,53.47602,-2.3399703
Construction and Demolition,Mixed Hardcore Fines,102,53.753885,-0.33468003
Construction and Demolition,Mixed Hardcore Fines,101,51.384141,-0.22809867
Construction and Demolition,Mixed Hardcore Fines,101,53.576752,-1.1649864
Construction and Demolition,Mixed Hardcore Fines,101,51.944336,0.90880833
Construction and Demolition,Mixed Hardcore Fines,101,56.504622,-2.7208101
Construction and Demolition,Mixed Hardcore Fines,101,52.950832,-1.3023055
Other,Other Soils,100,56.476265,-3.0552207
Construction and Demolition,Mixed Hardcore Fines,99,50.796699,-1.1685607
Construction and Demolition,Mixed Hardcore Fines,99,51.139541,-3.0003327
Other,Other Soils,98,57.537581,-2.9474569
Construction and Demolition,Mixed Hardcore Fines,98,53.69401,-1.454158
Construction and Demolition,Mixed Hardcore Fines,97,51.563963,-0.42815554
Other,Other Soils,97,56.621035,-3.86015
Construction and Demolition,Mixed Hardcore Fines,97,51.377878,-0.11485105
Construction and Demolition,Mixed Hardcore Fines,97,51.380415,0.75962651
Construction and Demolition,Mixed Hardcore Fines,97,52.985943,-2.1281201
Construction and Demolition,Mixed Hardcore Fines,97,50.825035,-4.365377
Construction and Demolition,Mixed Hardcore Fines,97,52.653329,1.2019198
Construction and Demolition,Mixed Hardcore Fines,97,51.125071,0.90802751
Construction and Demolition,Mixed Hardcore Fines,97,52.606647,-2.008802
Construction and Demolition,Plasterboard / Gypsum,97,57.370549,-2.0481848
Construction and Demolition,Mixed Hardcore Fines,96,52.703344,-2.4090068
Construction and Demolition,Mixed Hardcore Fines,96,53.214622,-0.11338995
Construction and Demolition,Mixed Hardcore Fines,96,52.861348,-1.2958392
Construction and Demolition,Mixed Hardcore Fines,96,51.497641,0.40083882
Construction and Demolition,Mixed Hardcore Fines,96,51.769365,-0.58362656
Combustion,Fly Ash - wood (virgin),95,53.122551,-3.3234252
Construction and Demolition,Mixed Hardcore Fines,95,55.133273,-1.5333622
Construction and Demolition,Mixed Hardcore Fines,95,53.48404,-2.4763086
Construction and Demolition,Mixed Hardcore Fines,95,57.181454,-2.1765315
Construction and Demolition,Mixed Hardcore Fines,95,54.578183,-1.2006368
Construction and Demolition,Mixed Hardcore Fines,95,51.086031,0.64875257
Construction and Demolition,Mixed Hardcore Fines,94,53.778036,-2.2880981
Construction and Demolition,Mixed Hardcore Fines,94,52.599421,-0.1719319
Construction and Demolition,Mixed Hardcore Fines,94,50.797127,0.055584449
Construction and Demolition,Mixed Hardcore Fines,94,51.96655,-0.26267687
Construction and Demolition,Mixed Hardcore Fines,94,51.652858,-0.58503465
Construction and Demolition,Mixed Hardcore Fines,94,52.649477,0.14975562
Combustion,Bottom ash - wood (recycled),94,50.908081,-3.210474
Construction and Demolition,Mixed Hardcore Fines,94,50.735918,-2.4605604
Construction and Demolition,Mixed Hardcore Fines,94,51.516509,0.10503503
Construction and Demolition,Mixed Hardcore Fines,93,55.745106,-6.3138125
Other,Other Soils,93,58.017692,-3.8750274
Municipal Waste,Container Glass,93,57.49438,-1.8011756
Construction and Demolition,Mixed Hardcore Fines,93,57.537581,-2.9474569
Construction and Demolition,Mixed Hardcore Fines,93,51.285581,-0.76867115
Construction and Demolition,Mixed Hardcore Fines,93,55.918157,-4.2619345
Other,Other Soils,93,57.181454,-2.1765315
Construction and Demolition,Mixed Hardcore Fines,92,53.825077,-2.6030262
Construction and Demolition,Mixed Hardcore Fines,92,52.346238,0.46240474
Other,Other Soils,92,57.666625,-2.9797866
Construction and Demolition,Plasterboard / Gypsum,92,56.006112,-3.6445164
Construction and Demolition,Mixed Hardcore Fines,92,53.894778,-2.3905959
Construction and Demolition,Mixed Hardcore Fines,92,50.885628,-1.0518707
Construction and Demolition,Mixed Hardcore Fines,92,50.881759,-2.9489999
Construction and Demolition,Plasterboard / Gypsum,92,58.220444,-6.4166312
Construction and Demolition,Mixed Hardcore Fines,92,50.964108,-1.3872513
Construction and Demolition,Mixed Hardcore Fines,92,53.677396,-1.8410093
Construction and Demolition,Mixed Hardcore Fines,91,52.364939,-2.711591
Construction and Demolition,Mixed Hardcore Fines,91,52.925415,-0.60154399
Construction and Demolition,Mixed Hardcore Fines,91,52.726914,-1.3790765
Construction and Demolition,Mixed Hardcore Fines,91,52.353023,-1.2027677
Construction and Demolition,Mixed Hardcore Fines,91,52.573559,-1.3559529
Construction and Demolition,Mixed Hardcore Fines,91,51.818087,1.1718256
Construction and Demolition,Plasterboard / Gypsum,90,57.601318,-4.4499868
Construction and Demolition,Mixed Hardcore Fines,90,51.362084,-2.2365788
Municipal Waste,Container Glass,90,56.116939,-3.8762647
Construction and Demolition,Mixed Hardcore Fines,90,52.12667,1.4269236
Construction and Demolition,Mixed Hardcore Fines,90,53.415999,-2.6046387
Construction and Demolition,Mixed Hardcore Fines,90,52.92374,1.2065255
Construction and Demolition,Mixed Hardcore Fines,89,51.706487,-0.20710861
Construction and Demolition,Mixed Hardcore Fines,89,51.484683,-0.046686814
Combustion,Bottom ash - wood (virgin),89,52.107995,-1.9124782
Construction and Demolition,Mixed Hardcore Fines,89,54.943128,-2.752386
Construction and Demolition,Mixed Hardcore Fines,89,51.382434,0.75787959
Construction and Demolition,Mixed Hardcore Fines,89,53.104466,-1.3816313
Construction and Demolition,Mixed Hardcore Fines,89,53.690747,-2.2376347
Construction and Demolition,Mixed Hardcore Fines,88,51.586796,0.50513513
Construction and Demolition,Mixed Hardcore Fines,88,51.160115,-0.64615239
Combustion,Fly Ash - wood (virgin),88,53.122551,-3.3234252
Construction and Demolition,Mixed Hardcore Fines,88,52.852194,-2.9335417
Other,Other Soils,88,55.859705,-3.0635896
Construction and Demolition,Mixed Hardcore Fines,88,51.325159,-0.75709163
Other,Other Soils,87,57.317784,-3.6064556
Construction and Demolition,Plasterboard / Gypsum,87,57.369074,-2.4466085
Construction and Demolition,Mixed Hardcore Fines,87,51.078508,-1.1007533
Construction and Demolition,Mixed Hardcore Fines,86,53.684492,-2.4572653
Construction and Demolition,Mixed Hardcore Fines,86,54.598872,-1.1686242
Construction and Demolition,Plasterboard / Gypsum,86,55.990334,-3.6784432
Other,Other Soils,86,57.419447,-6.2131142
Construction and Demolition,Mixed Hardcore Fines,85,50.851472,0.5124504
Construction and Demolition,Mixed Hardcore Fines,85,52.199553,0.98928146
Construction and Demolition,Mixed Hardcore Fines,85,54.815012,-3.1448581
Construction and Demolition,Plasterboard / Gypsum,85,58.218266,-6.4161556
Construction and Demolition,Mixed Hardcore Fines,85,51.575337,-0.47161951
Construction and Demolition,Mixed Hardcore Fines,85,51.615364,-1.8295287
Construction and Demolition,Mixed Hardcore Fines,85,54.657561,-2.828959
Construction and Demolition,Mixed Hardcore Fines,85,53.087768,-1.3135316
Construction and Demolition,Mixed Hardcore Fines,85,52.674246,0.95530907
Construction and Demolition,Mixed Hardcore Fines,85,52.419387,-0.073652377
Construction and Demolition,Mixed Hardcore Fines,84,53.586129,-2.4191324
Construction and Demolition,Mixed Hardcore Fines,84,53.587197,-1.0314188
Construction and Demolition,Mixed Hardcore Fines,84,52.076537,0.45335404
Construction and Demolition,Mixed Hardcore Fines,84,52.900957,-1.4549989
Construction and Demolition,Mixed Hardcore Fines,84,52.714321,0.86027143
Construction and Demolition,Mixed Hardcore Fines,83,51.874226,0.73977486
Construction and Demolition,Mixed Hardcore Fines,83,51.519022,-0.001110786
Construction and Demolition,Mixed Hardcore Fines,83,52.986689,-2.1284798
Construction and Demolition,Mixed Hardcore Fines,83,50.634279,-3.3574027
Construction and Demolition,Plasterboard / Gypsum,83,58.573425,-3.5617603
Construction and Demolition,Mixed Hardcore Fines,82,51.837499,-2.5272922
Construction and Demolition,Mixed Hardcore,82,56.190901,-3.0110038
Construction and Demolition,Plasterboard / Gypsum,82,56.975257,-2.2397254
Construction and Demolition,Mixed Hardcore Fines,82,53.450829,-1.3500969
Construction and Demolition,Mixed Hardcore Fines,81,54.590292,-1.1626087
Construction and Demolition,Mixed Hardcore Fines,81,51.367897,1.4036651
Construction and Demolition,Mixed Hardcore Fines,81,50.782499,0.2977323
Construction and Demolition,Mixed Hardcore Fines,81,55.125918,-1.5636192
Construction and Demolition,Plasterboard / Gypsum,81,57.542096,-2.4548547
Construction and Demolition,Mixed Hardcore Fines,81,53.52824,-1.152077
Construction and Demolition,Mixed Hardcore Fines,81,51.05091,-1.3081545
Construction and Demolition,Mixed Hardcore Fines,81,51.071615,-4.0593293
Construction and Demolition,Mixed Hardcore Fines,80,54.164775,-3.2038093
Construction and Demolition,Mixed Hardcore Fines,80,52.252126,-0.79831379
Municipal Waste,Container Glass,80,55.963817,-3.1362735
Construction and Demolition,Mixed Hardcore Fines,80,55.882108,-4.4533135
Construction and Demolition,Mixed Hardcore Fines,80,52.423009,0.74079864
Construction and Demolition,Mixed Hardcore Fines,80,51.345339,-0.10467042
Construction and Demolition,Mixed Hardcore Fines,80,53.597815,-2.2296027
Construction and Demolition,Mixed Hardcore Fines,79,51.385595,0.48827853
Construction and Demolition,Mixed Hardcore Fines,78,50.60429,-4.7657729
Municipal Waste,Container Glass,78,57.419447,-6.2131142
Construction and Demolition,Mixed Hardcore Fines,78,53.758987,-0.3383464
Municipal Waste,Container Glass,77,57.538458,-3.8334358
